market,shareOfImpact,shareOfSpendPerVisitor,shareOfSpendPerDay,avg_spend_per_visitor,shareOfVisitorDays,estImpact,avg_spend_per_day,shareOfTrips,visitorDays,trips,originalRank
Chattanooga,0.55,0.17315104159881312,0.02473586308554473,4543,0.5499999906335559,9086,413,0.3499999940395356,22.234922174798406,2.0213565613453097,0
Evansville,0.15,0.17315104159881312,0.02473586308554473,1238.9999999999998,0.1499999974455152,2478,413,0.3499999940395356,6.064069684035928,2.0213565613453097,1
