report_period_start,report_period_end,compare_period_start,compare_period_end,report_title,data_source,total_trips,avg_length_of_stay_days,avg_los_vs_compare_days,day_trips_pct,day_trips_vs_compare_pct,overnight_trips_pct,overnight_vs_compare_pct,one_time_visitors_pct,repeat_visitors_pct,in_state_visitor_days_pct,in_state_vd_vs_compare_pct,out_of_state_vd_pct,out_of_state_vd_vs_compare_pct,in_state_spending_pct,out_of_state_spending_pct,locals_pct,locals_vs_compare_pct,visitors_pct,visitors_vs_compare_pct,local_spending_pct,visitor_spending_pct,total_trips_vs_compare_pct
2025-01-01,2025-12-31,2024-01-01,2024-12-31,Annual Pull Deep Dive Visitation Report,Datafy Geolocation (Caladan 1.2),3551929,2.0,0.1,40.57,2.36,59.43,-2.36,53.21,46.79,38.99,0.14,61.01,-0.14,39.59,60.41,83.67,-0.51,16.33,0.51,74.24,25.76,-0.53
