market,trips,visitor_days,avg_trip_length,share_of_trips,share_of_visitor_days,spend_per_visitor,est_impact
Sacramnto-Stkton-Modesto,3.868675346635701,8.492952650520621,2.195312836965322,0.13911984364261767,0.12074662556055359,2062.187983113177,8248.76
San Diego,12.24703869888884,33.69801918699484,2.751523859400577,0.4404107236230552,0.4790939349761935,283.607429326208,3403.32
Los Angeles,7.580009013504441,18.50313361064023,2.4410437477944025,0.27258158782576997,0.2630641000505181,353.7511090410018,2830
SantaBarbra-SanMar-SanLuob,2.7416652419216962,7.7942225404586996,2.8428789996971147,0.09859189660570472,0.11081258890224732,348.46143351282393,1045.3799999999999
Palm Springs,1.3708326209608481,1.8486492237339924,1.3485594050411724,0.04929594830285236,0.02628275051048743,313.1110580556533,313.11
