Zip Code,Spend Share
98059,0.00026937105205155926
60051,0.000024283267205975077
34219,0.000023960152944881526
02740,0.000013378827432115713
55116,0.00004488358658227328
33913,0.0003268103201863665
91913,0.0008932594151058971
08755,0.000026196607707599918
95020,0.00022552891265015625
94132,0.000089081785968038
89141,0.0015427996509753015
28277,0.00005023648250538907
21773,0.000027739411392041574
17325,0.00001720842361707515
80904,0.00016556723591635645
87301,0.000030923317377212004
84037,0.0005551039660356948
55102,0.0003102681788548278
60045,0.0002213399770025195
06840,0.00007520904122811647
33446,0.00008396086464513242
85131,0.00010217076188267352
37187,0.0000029051150798234584
85716,0.000058250088990114526
04102,0.000030354222811963098
84604,0.0013334902368451233
76131,0.00008448741169553554
97210,0.0002640419908983911
17331,0.000013725776215327985
98607,0.00027037362670977833
91303,0.00025412404179842886
85053,0.00024542351674661234
98020,0.00039355189636520473
11222,0.00028299826082439866
70605,0.00010678181240476258
15650,0.000010893803588908278
55060,0.000008274684856165558
89138,0.0028090216249395256
22314,0.0012833008671925936
76053,0.00004107989465461325
94044,0.00021506470085980362
03103,0.00001800586715188683
83605,0.00011917919564887977
90211,0.0009492100948441694
32211,0.000009170494806766997
40391,0.00000365604235448434
94528,0.000043097421113263303
79762,0.000021153735520281026
98264,0.0000864547402884879
60805,0.000023451788813260926
60544,0.00001803765835787486
55403,0.00017513464182398222
98902,0.00019433861351639064
92284,0.001342406257899834
60402,0.00001796433091897562
91001,0.0025071230554502646
37932,0.000008340150870221542
85351,0.0002213899241778499
99518,0.00000386547276259236
93402,0.0004703203414822141
78736,0.0005075438795300172
89512,0.000028109213865250296
80016,0.00035095822722616313
94561,0.00012369087644203717
80631,0.00012039557607486807
49424,0.00006480859031095045
97070,0.00028404458086339266
75067,0.00003583042814768654
32258,0.0000059453856697748965
84108,0.0010521579349737327
78572,0.000017139859538888283
94102,0.00026302477502543065
77007,0.002082788228955674
95010,0.00016293778668596923
60646,0.0001679943745610006
55126,0.00008443300808077397
34229,0.00003750215037474315
92173,0.00021170361343896083
86404,0.0010447625907988223
47803,0.000006085400435964762
32953,0.000030278955469249984
53089,0.000014755501619050915
53186,0.000011259945140399187
93103,0.0007711072132553004
99019,0.0001222442885466928
19610,0.00029909740067267685
11206,0.00030034363645626904
98004,0.0007122019577939513
02186,0.000060009230575115744
60103,0.000017840384667279138
55044,0.00013022803271164684
37172,0.0000533465799293751
85233,0.00031421916227623956
46033,0.00015760731409770245
12553,0.000028528229910013786
98926,0.00008444781294465158
29073,0.000013106612103082475
55427,0.00003880866802687242
95336,0.0002612933852206845
49546,0.0000872310761492191
94403,0.0008031820757024136
17033,0.000005606147620830152
90071,0.0001499107721468878
93560,0.00020166496053087394
07039,0.00029493369981182534
19454,0.000037132138907440735
84321,0.00011080351770791888
53559,0.00003271222416328595
80011,0.000027798512165265436
94566,0.0008591558594509798
49423,0.00002067747577674418
54911,0.000009510380039326186
94928,0.00012081221395909965
93405,0.00007974281995418968
78731,0.0003614038064744017
85259,0.0018509125732988974
98502,0.00003945811459719724
24060,0.000014998700907887959
88220,0.00006497004580774758
98296,0.00007116376543466606
86403,0.000536969345255818
60169,0.00001984017199027112
95630,0.0020505645145065116
95118,0.0003541386553457975
94105,0.00016913317555330507
50266,0.00022821344516317158
53150,0.00011371725885390153
93066,0.00005363073483116938
99654,0.00010868500143749523
23225,0.0000881163390799784
34243,0.00002574806766112368
92119,0.00039716950253575054
48183,0.0001221276257181833
98003,0.0000655535610992843
11201,0.0008961151350877367
33408,0.00008754716666518809
91320,0.0011133418697523234
70001,0.00007298620135933651
90232,0.0018157080343866056
78230,0.00005028882078979223
93723,0.000052667473236953336
80238,0.0003424859746012531
89014,0.0006918095051087179
68512,0.000002322001629007652
83001,0.0004937601132255008
94945,0.00021761162022069903
26501,0.00000399398829303754
94404,0.000414659846227351
85387,0.000202091288206295
34108,0.00020963402642648371
55420,0.000009319198220405384
85234,0.0004641740983229749
96793,0.00004962905713278984
77840,0.00005593259808356241
92252,0.00005448339303047161
30252,0.000011320234637772863
85034,0.0000542039760257436
27613,0.00009554528384100066
37082,0.000261696653712864
91364,0.0009924773346482406
30052,0.00006067480938517202
60140,0.000006278120263688862
55108,0.00006312876906963519
95131,0.00014314460351709903
76034,0.0006844191718674439
40245,0.00008486929233133659
22554,0.000028219763074865338
54115,0.00003388177507911431
28269,0.000046884912542780686
84095,0.0011601100176485736
84701,0.00014100279667766765
68135,0.00004584332276398825
17070,0.000010065992649214775
83201,0.00004324522275978198
90032,0.0003953854165306052
93304,0.0001144735625666164
94901,0.000538526264711742
30319,0.0003827174700715621
64151,0.00005514601889934664
98203,0.00004655972567893827
60490,0.000008530001184324509
79705,0.000028725812915422528
60523,0.0003526029103862845
75098,0.00015538549445896652
49829,0.00001053488456588296
17112,0.000008614059408915698
75024,0.001163400900282349
15239,0.00004494733814532124
60441,0.000018696802299493512
96706,0.000280981110602534
81147,0.000043298538112191116
92374,0.0015508638984614738
91042,0.000395606577577767
46112,0.00003163639302560294
27312,0.0010585343809242191
98199,0.0003544427261900223
60605,0.00000692790575538228
81303,0.00003298687361839649
60022,0.00009071815398880976
91206,0.0012048967436827452
79423,0.00002464828829960319
98125,0.00010681382040792891
60191,0.000013508029514998945
89081,0.000194462144083031
84663,0.0003647353478545766
59101,0.00007886182018803912
93022,0.00006593276434291069
83127,0.00007194870160178558
80211,0.0002003858556772324
54650,0.00003991712656037631
94019,0.0003693966169657726
94116,0.0006859072749019095
80920,0.0004835908738208628
30068,0.00004275005913212306
29928,0.00007787436168257262
85629,0.0001367055976289787
23832,0.000007601654274910659
02143,0.00005730548449447973
98239,0.000028845614008541055
95926,0.001549550497279426
79118,0.00006279411088344547
85345,0.00019001629994144285
95829,0.0011233843021195872
82401,0.0000022480975673658584
95240,0.00013097221235185743
95467,0.000012758468514032536
55376,0.00010232019332235339
80002,0.0001389071942766771
89506,0.0000651717782815789
99224,0.0000271892238675929
90008,0.0005461946103981003
53208,0.000017236763011061328
08558,0.0005003424200133983
55433,0.00008631407460939752
51041,0.00001835291890697136
77389,0.00008583898090787638
92241,0.00005135637726314468
73160,0.000019818053791834935
78640,0.00006888626596206821
32065,0.0000075993388440625035
90065,0.0008196480241544342
84335,0.00007214017556131373
94518,0.0001542624289336639
76227,0.0004166881759320011
32221,0.0000015564658412875337
93117,0.00048079397672849363
93730,0.0004396780340935726
80503,0.0009701088015222547
76063,0.00020260572793077134
89108,0.0010889239711145732
23236,0.00003260448976448297
37069,0.0003825774022660989
02021,0.000014304368672483854
58701,0.000015222873445299353
30005,0.0003110037289745173
75229,0.0009916716381952065
89074,0.0012088124111099589
83646,0.002488093675206795
13045,0.0000041263390488257055
84102,0.0008888114458146441
78578,0.000011769815607508376
59047,0.00012795729955666628
24501,0.000020887251101417066
30076,0.00012335823650481503
91340,0.0000928986721265071
86326,0.00048212059769972847
23462,0.000010144165459023005
34223,0.000049398997258530845
91104,0.0010698008904578783
85254,0.002465674632783073
55901,0.00010620217426325239
37938,0.000002062053661949399
79106,0.00003026296483530243
77346,0.00031796234792771727
95351,0.000016024658112530337
80113,0.0004905756702115207
83402,0.000022768361800766734
53216,0.000004144016851969548
90016,0.00024277144087517932
78633,0.000043724355915809645
94925,0.00015102349901694302
55305,0.000046718754626786896
96722,0.00020332055901155593
34105,0.0008146033337001021
18902,0.00007167261633935321
88240,0.00013378292426244304
64118,0.00009881295785384041
30350,0.0000819187238623305
95380,0.00010200615835785629
84403,0.0017311722371595192
32174,0.00016334000281150674
78751,0.00006797965793795295
87112,0.00004865450363542882
93465,0.00011314709000208256
93924,0.0002063794428709401
94506,0.0013967277269185177
87571,0.00014134528814849876
50309,0.00002668044455430651
84060,0.00033848031401903056
93109,0.00019220969061363016
75244,0.0013997992463078632
95650,0.00035364523371195716
30680,0.000021280089957560928
46814,0.00014210508121009945
91405,0.0005670313177131098
98101,0.0005251067811502036
92114,0.00032769459078948023
30114,0.0002691896395326511
18020,0.00000855096214961859
85755,0.0001520985859924623
94804,0.00010659987612577015
19335,0.00007596779934311092
32137,0.000051221560439138765
90038,0.0002766663679274736
10016,0.0003929224315947078
28027,0.000346959962428628
22032,0.00006233786148871047
94545,0.000027227711664050487
96761,0.00013159316167097424
23608,0.000027888340116128527
23120,0.00002655728816799253
60201,0.00023321192617329847
91602,0.0008905973485903207
33602,0.00023780132762635242
95819,0.0003389475350484667
85375,0.0004572983246965552
52402,0.00008696694376462245
80129,0.00015400705675204464
80601,0.000036300414503741
94551,0.0010802372078079264
80026,0.00017202193461277873
10002,0.00008381162952142421
85361,0.000020876167735612202
23188,0.00008387936887380757
30307,0.00004082596186149965
92307,0.0025025683852280805
55987,0.00005363478379262579
55352,0.000029560033488073336
29609,0.00003854084742433336
94580,0.00009886058453125341
49837,0.0000025901168092982707
93550,0.00028571815849460613
90041,0.0004912415851982138
78664,0.0000972797283018716
71360,0.000007929458884982703
66209,0.000017700385963449338
61265,0.00004703803085308756
83455,0.000053122005043724015
55417,0.000047953505077058356
56721,0.00002478800176820704
18938,0.00003235014541560643
95521,0.00023004136208524083
95209,0.00025125423304214853
37209,0.0002592330247450057
98270,0.0000765175113003372
95492,0.000035205541831362186
85203,0.00015690826220605435
81435,0.00039793594804257275
95765,0.0007579707912839133
33483,0.00027284584194005144
11385,0.00011273837115690262
60133,0.000019933360080856673
58102,0.0000073659064861147536
92021,0.00048640021996574506
33317,0.00036381271091864153
98034,0.0002372009219273767
53005,0.00002513891430756298
04074,0.000023808232395391616
99701,0.000006114908285042929
32205,0.000020763162433210062
32963,0.0004026960531972571
13066,0.0000222642890265931
84121,0.0027462735994900414
94024,0.0008079062780572381
94603,0.000025010890953583177
21042,0.00003895966695251081
84092,0.00045938447409800073
66085,0.00008004735744714555
77706,0.000002055974072249835
60048,0.0001816633759960157
95136,0.00013339083861679335
86305,0.000604373036778618
85033,0.000021420980591295133
98040,0.00034423345621524933
85614,0.0004099040818980937
27614,0.000060663952674784456
24141,0.0000469701844440508
46077,0.0001925046449725266
37814,0.000008295226777037544
95814,0.00015780246335308823
92539,0.00005861630224978974
92211,0.0027463952037255694
85378,0.0003597647249827065
90035,0.0009363657380260745
78610,0.000029991257157209872
53235,0.00007366740081941252
68132,0.000030169663280950433
89434,0.000019778398897134026
80130,0.0002653344940232638
11743,0.00028941795942592617
20910,0.00001557809896682149
98366,0.000025116861408678123
95210,0.00004180588953777
37210,0.0000667197976238738
96701,0.000028633455924616767
95437,0.00009550189715545845
93907,0.00006764351916376798
97034,0.0008609448550096767
75023,0.00010719384224821476
54952,0.000033592127673739913
93446,0.0013099226748021322
78155,0.00006922670739770474
19355,0.00006652263613091006
89135,0.007072017880970075
28203,0.000020016121846610102
21093,0.00006894006656263083
84043,0.0008283066163261768
13104,0.00006481803742444664
89086,0.00005572791077273069
84664,0.00014978749278712772
59106,0.00008590464910726225
79424,0.00020179866637717094
91201,0.0006161971619990462
86440,0.000049568788138380294
98122,0.00018788749053208785
33426,0.000020347495581996305
29485,0.00003355873361780885
30084,0.000052402320929310536
95054,0.0005162778641952538
60025,0.000026481232493541274
45750,0.000002788827136691183
85041,0.00008491896534533511
98032,0.00005311996835424608
58104,0.000028355267819581527
60189,0.000020947574418132825
91311,0.0011947576594811284
91978,0.00011643936450257507
37763,0.00002058691342117078
15642,0.00004491404098311872
22209,0.00033591995381747027
80209,0.0009565405691414349
80521,0.00012683661256624048
17241,0.000009485716887381887
21030,0.00015840397202884855
35124,0.00020395433799145563
97124,0.0000699574884112417
97703,0.0008509411930597787
83274,0.00002527046398317602
03833,0.000041041560603987
75080,0.00021318892797797068
67212,0.00002876676790525483
85205,0.0011167485590574038
33772,0.0009188691926245465
73142,0.00002827814058833612
15221,0.000017560655869961946
99206,0.00015255301111463443
78028,0.00011525552006822468
80020,0.00028781385721386157
83316,0.000010857124274866092
68022,0.00005442986001705679
85268,0.00037743110036554884
92301,0.00022089596737229843
27540,0.00022112008647529798
85367,0.00008195153002786478
12508,0.000015772644492244015
91915,0.0006584741365129146
08753,0.0000724564537767144
55110,0.00013950824837957767
37601,0.0000388028240322648
95129,0.00032000759242265783
37129,0.00035672728168212114
85704,0.00026939873587994087
94087,0.0001649349039411817
89048,0.00014286849229218726
89147,0.0007333831985317985
80443,0.00028139852570067974
94134,0.00008085113489305058
97202,0.0007836026297771772
28401,0.0000806751272868069
80233,0.00020651677862716303
10583,0.00012194702978049123
19087,0.0001920992411082549
89110,0.0004922538530258437
28226,0.00009076387173373526
53711,0.00014240784209095227
62298,0.000008277227470657965
93728,0.0000056689574444534265
96821,0.00017928392340685906
98008,0.00009050991667525663
91403,0.0010654368239194961
98107,0.00012226651932500013
91942,0.0007994136826721674
81506,0.0002084454741446079
12180,0.000014981505812626751
92356,0.000023574831423390633
95386,0.00001201329926574153
33647,0.00007292512489404504
08540,0.0001585187598735283
85283,0.0001929852759859071
55303,0.00022466374830276115
83341,0.000006549522429930642
75006,0.00015789130993354908
59801,0.00026046333924454435
93463,0.0003853512388039676
87114,0.00009381549427011181
78757,0.00036278866411617585
84405,0.0001429771065980985
55446,0.00025475105896662634
77340,0.000009497110752894371
95357,0.00004862174498033483
81620,0.00011436834475695631
96749,0.000008227771800829438
98221,0.0001624975020015936
98406,0.00010040593430927265
92234,0.0018575762162081665
95831,0.0002189265686653561
31326,0.000023545069832580788
90010,0.00018703898271793456
50701,0.0002539307834457661
53210,0.000026300929652856895
83404,0.00013880584080224075
26104,0.0000045155136129001445
57201,0.000003665338011938669
55025,0.00009961734130168368
20175,0.0001181180970395851
95113,0.0002564617072483115
23464,0.0001515999784603506
95687,0.00023888276923724597
98065,0.0008434304597528814
85016,0.0014622715969685681
98642,0.0006821836893329211
85119,0.0003186967523704606
33993,0.00010850603989869761
90026,0.0009876705790722285
19403,0.000074244280428604
53226,0.000010463602322858864
80123,0.00021284540390463036
95361,0.0007116510078655829
33134,0.0003494916446483622
95125,0.0006483873844926689
02062,0.00002163583918288396
98053,0.0004746840190017811
85020,0.00055922247256593
98674,0.00008991405251059678
33458,0.0009217237542945294
68803,0.000006700992559070498
99669,0.000007874975022226864
22801,0.000029435096679074087
78260,0.00005585426875530754
89044,0.0011486335497845625
97301,0.001991487289579829
84081,0.00022078665333127645
75219,0.0036037690559348216
97526,0.00009037796030716284
94610,0.00034918115369813305
96817,0.00014497166227457934
92124,0.0009082817715221209
60185,0.000029135617401490198
85142,0.0016750158506988867
60611,0.00039580941318521955
30097,0.00027379561406528247
95148,0.00005358363691938568
95660,0.00002123781436601542
37660,0.000029029170280059912
89029,0.0001319343203643785
80205,0.00010893601352499405
89701,0.000046735288071766425
78599,0.000011934814951655809
40514,0.00001971327906350234
28210,0.0002671621625814737
83714,0.001020733459733812
93611,0.0005620373569303394
22963,0.00018106559680398443
93036,0.0004518157323189857
94536,0.00020303716758962286
99901,0.00004017189305139681
10065,0.00008021407998070926
93455,0.0008774484633010152
87122,0.000019756838074859983
53563,0.000005535133481797472
95965,0.000018620286280822173
85209,0.0002203717806624707
85306,0.0006086457816507124
60455,0.000021074376991564697
12828,0.000015926597100697993
37203,0.0031123803924479375
95203,0.00002162877930952181
34135,0.0006024635841439496
02563,0.000053745282530966526
56003,0.00003962874205383357
30909,0.000050941148747193496
77433,0.0003079692128899374
96712,0.00022203055728555759
68507,0.000005173058263552477
83014,0.00003282553210950884
71106,0.000018891736530320504
93111,0.00036169681336567413
53128,0.000015666454980366715
98119,0.000031416800588010876
91335,0.00045099701057324174
95648,0.00041335377230885
20009,0.00024274206670660373
82009,0.00013896938018314334
23230,0.000020135967299169003
81230,0.00001285904988007946
95747,0.0006367594933981342
02128,0.00002066340962566325
95842,0.000032752034448966534
24018,0.000049159674243282125
73069,0.00005744097161941116
96786,0.00003792980428698781
34786,0.000054876979728755346
55435,0.00003173536902825422
85392,0.00024094279869234133
68164,0.000006898183814873356
28173,0.0012012008262390873
19446,0.0006939013833033309
78749,0.000025253328101413267
54494,0.00001461693472469213
99567,0.00000628663876996112
95461,0.00003244279209316274
92399,0.002848028548323645
12590,0.000013639233445043088
02301,0.000004655242144594028
92325,0.000043596626696543104
37920,0.000007036778260359502
46143,0.000015735452619091425
54904,0.000014170928712520033
83854,0.00006921941113203829
75075,0.00012412494017683957
28739,0.000255091219277284
97062,0.0004073364566206093
80004,0.00009930522786173169
66002,0.00013567698382566063
84015,0.00039719837462532395
93654,0.000025181674486161836
75231,0.00018840515135122061
76107,0.00011171309353249371
54601,0.00004655996666640149
94110,0.0009272941341287739
76008,0.0005516351419395655
97401,0.0008047698382669437
77632,0.000002674934246724396
60073,0.0000073425526865696545
60654,0.00009759015720104834
85008,0.0005223607788511792
46307,0.00010815316809626102
68901,0.00001777648966886901
94086,0.00023717179844364377
22903,0.000059042849674453586
75214,0.0003027431424818464
40353,0.0000024084547004743
89146,0.00008285670288648822
28270,0.0000646489372595068
95128,0.00034531872935368016
37128,0.0012533253400414984
48162,0.00003839602231342154
60056,0.000018769838122007942
91914,0.00026007965318597056
37027,0.0011301459113622601
85122,0.0004072321858479742
12065,0.000016163165407331384
27705,0.000125580737801932
85705,0.0001011742967677253
30144,0.000014648844779495749
01930,0.00003148419514609956
02324,0.00001548931015561636
60435,0.00003192371093403635
33139,0.0005979532475722505
33611,0.00042662283172828334
08857,0.000017182190557144553
85541,0.0001106326744873613
60586,0.00002583256583752474
78701,0.0002661798032895927
22192,0.00006990123855395635
94556,0.0002875113688213441
80021,0.00013999547468483375
92262,0.002130806576435841
98277,0.000042504423508479654
82801,0.00016409378286623256
85204,0.00045251313686597015
95301,0.00008443042472652611
55410,0.00009785067841751075
77316,0.00012758370654380682
97702,0.0012632718995384303
94587,0.00018010683106837856
93458,0.0004138421272274889
90046,0.002802234074341995
94158,0.00009783248353838874
83616,0.001052872715223344
03110,0.000056302484842034316
47834,0.0000258916988138593
49686,0.00000822888069466584
60188,0.000043226887699967694
24551,0.000029959837872942115
46240,0.0011274739277124354
98033,0.0003440630957201007
85040,0.00007715640517112982
95762,0.0008669981710367969
60134,0.0000802207339348507
60655,0.0000935675249221208
06877,0.000008272109380556146
95003,0.000834706791488434
79932,0.00006074192874982867
95624,0.0005541220223449847
85009,0.000032434913097250264
53144,0.000022653199543872296
84014,0.000027608719745532407
87505,0.0001354670793609604
78249,0.000048320833384371046
80241,0.00008125336131488059
94111,0.0004087595743744274
75230,0.00034167784552586295
97227,0.000905341477311143
84780,0.0004358019357762006
10021,0.00011849108986840596
99223,0.00009059784813757206
53527,0.000025123568286451086
07047,0.00007528088987642744
80005,0.000049302578381815765
89501,0.0006844749672802114
83333,0.00009509300752068807
75074,0.00008491670913203955
68007,0.000010572740840579938
93950,0.0003862824695464173
60411,0.000021518295690309904
95247,0.000018134646938748004
48302,0.0003432438620920222
95348,0.00003018254987071911
95460,0.00033356524305791995
98282,0.000028652915950636646
30324,0.00005367246156788522
98516,0.00018745586639602865
12205,0.000010769991361420836
59911,0.00012087427138382529
54301,0.00001670531194063943
90062,0.0001711792435143943
47715,0.000004772369268840956
78748,0.00007936644725701167
34787,0.0003074767648134073
73068,0.000009906180085851672
30349,0.00010544639161985501
12540,0.000008718861190185816
95843,0.00035667581488926683
05495,0.000014169253432378117
48197,0.00007449906434913219
98118,0.00009844002856709041
55057,0.00009957809660175021
95746,0.0016619531191401512
60638,0.00008214441970536991
60110,0.0000427499915030775
77079,0.00010374156050906918
20008,0.0001568822289800261
80504,0.00014580916680930327
32940,0.0004425866181238
68506,0.000067963452350922
93638,0.00013339976462062154
93110,0.00035084506404403735
32226,0.00007195901461227452
90401,0.0009007314210212101
50310,0.00007437927455394944
94960,0.000777131607443799
78676,0.000160285093286258
68154,0.0006853763002572025
75028,0.00023368950585932796
57006,0.000004435751559490065
17011,0.000023490959061110046
55405,0.00012398698066415733
20814,0.00007982480506619737
55391,0.0007116992336650736
92277,0.00025977543280192837
55066,0.0002651166391603663
95678,0.0006231389042890384
98026,0.00004046895204053435
30033,0.000032359674548566106
52722,0.000012884473658417932
50321,0.0000037909853885056432
93706,0.000011140160297422859
89031,0.0003741914522214698
28208,0.00006067986841345981
11249,0.0002141488592377776
85710,0.00020610901396361507
86426,0.0007005731594896308
11561,0.000015736190952929636
98144,0.00010764808272696683
91901,0.00038637476062092983
95032,0.0012734358223222715
77025,0.000047717663618154
08648,0.00008426137504853076
55104,0.00017800780389420258
94707,0.00015574439615393778
76137,0.0000886798479148978
75201,0.0023476476307365086
35216,0.000040456255316401424
94608,0.00012000877304504842
80916,0.00009835354883150158
84025,0.00031695206610743795
78133,0.000014163510824167183
83864,0.00027581793554176887
93420,0.0003259056464195038
99212,0.00016490111311441352
93308,0.00034422500756011636
92315,0.0007193380344643486
73034,0.00009432424178344822
52404,0.000019445267497087585
85373,0.000034430501139065054
91604,0.0017765544808839814
95451,0.00001832918995839045
55340,0.00007748532843770365
37221,0.0005705371036397951
60477,0.000053321395660196826
55317,0.00011483824639464384
85297,0.0003397478477510417
30342,0.00007383313573404498
92342,0.00032196556334399153
98258,0.00026135993323187016
90069,0.001281046906782364
53122,0.000015682095070882197
19608,0.00006124017267803968
80227,0.00008913119386659048
89104,0.0000823869784857915
90291,0.0008885707878255372
06811,0.000020159824573043266
95642,0.000021837785855326828
20003,0.00020372655599419434
60014,0.000026428720080268096
92106,0.001699583429415257
85747,0.00040159209038655467
85648,0.00007869834633233892
30009,0.00002195769519471184
94015,0.00018230671425109265
97504,0.00039945927446173525
89169,0.00015813295766524028
17202,0.000020479323375112595
75287,0.00025492135041162487
84737,0.00029859933390515605
87401,0.000017989222873314236
13057,0.000012041288555038618
95693,0.00012123885038395288
91352,0.0004271791904379135
30064,0.00011115384163603918
92064,0.0015192260299901228
01810,0.0009539477810606078
95008,0.00038567661014775843
15601,0.00014928651900048107
34231,0.000044705026692798274
92407,0.00127136515960716
95825,0.0001389741576309614
92220,0.0010712175605983
77573,0.00008347965755395011
60515,0.00019243478627160014
77354,0.00011524083683146053
53590,0.000033518168579683436
83338,0.000025506978552182718
94579,0.00003668746486049955
97068,0.00034206525172194354
22101,0.0005016949960597568
78621,0.000060825151656241894
90004,0.0015004662615705187
78109,0.00002391086599174427
53204,0.0000073571348980716035
78006,0.000244999358862468
08742,0.00007364869359768705
95037,0.00026714645460341243
60046,0.000021796653496475964
95138,0.00011622440266071585
15116,0.000019384429445801276
95610,0.00036767593379305897
85715,0.00011437974336905334
92154,0.0011292739696464767
85132,0.0003274598950686105
33445,0.00018587384691532368
84020,0.0018681699117047874
94702,0.00003286674267055912
97213,0.0002453568777633121
35213,0.00003411211843294474
76132,0.00016467418980024617
75204,0.0004661650905082285
89156,0.00021257594811901123
22182,0.00046268736452987735
94546,0.0003836316689402259
80031,0.0002558092177934688
96145,0.00015370457928525684
55345,0.0001368584755114996
96762,0.000016088343832272806
92310,0.000048689460128161844
91601,0.0005305313276676394
94965,0.00008468565932783292
90056,0.0006191908885810613
97086,0.00005991119291390325
32159,0.00006248082481237854
94597,0.0009715342326783652
37877,0.000001355931674953896
98368,0.000010771410721093242
60448,0.000009938390384300766
02359,0.000044858058621077607
98023,0.0001662544159245838
11221,0.0007643036381602704
06460,0.0000637723806456526
85050,0.0010623848522889566
92139,0.0001515416040841007
92036,0.00011494979260085829
98604,0.00014571717080649822
33428,0.00029208100457114644
60124,0.000013119679702580978
89034,0.00022054305631231372
80218,0.00013136678013207342
40509,0.00001802757288017848
83709,0.0006814737704792884
84765,0.00007273238965621014
90212,0.001350804885791586
53012,0.0000232799313814682
77581,0.00014355884231652397
20902,0.00009032577358579492
85307,0.00005275031713698622
05401,0.00008667599759810657
85208,0.00014179047796735974
95425,0.000044721559129952306
57110,0.00004089450182474133
97601,0.0007535797335409871
07002,0.00005355647112330631
53562,0.00007875364123362482
87123,0.0000947574232591565
