Time Posted,"Image URL","Views","Reach","Replies","Back","Forward","Exited","Completion Rate","Avg. Views/User"
"Oct 8, 2025 01:13:57 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3739091309249566988_17841400918126378-42b3a389b8e5fc.jpg","344","290","0","28","214","36","90%","1"
"Oct 8, 2025 12:24:31 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3739066434686445804_17841400918126378-71b06293cb7798.jpg","355","277","0","30","241","18","95%","1"
"Oct 8, 2025 12:19:49 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3739064070466327901_17841400918126378-e81dc31f3e66a2.jpg","357","290","0","19","229","19","95%","1"
"Oct 8, 2025 12:15:57 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3739062153711353834_17841400918126378-6116c79554394d.jpg","692","524","2","10","245","44","94%","1"
"Oct 8, 2025 10:37:12 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3739012452853097130_17841400918126378-cdb2edfb045a9c.jpg","45","36","1",,"26","3","93%","1"
"Oct 7, 2025 12:30:09 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3738344471646448260_17841400918126378-70af958f7ae52a.jpg","311","267","0","4","168","50","84%","1"
"Oct 6, 2025 02:24:11 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3737677207423182676_17841400918126378-d2b8f5164f169e.jpg","358","319","1","10","255","44","88%","1"
"Oct 6, 2025 10:54:48 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3737571703631938305_17841400918126378-14639c7f263901.jpg","381","338","0","6","296","32","92%","1"
"Oct 6, 2025 10:51:03 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3737569816018955828_17841400918126378-3d165d7308cae4.jpg","410","369","0","24","291","25","94%","1"
"Oct 6, 2025 10:47:07 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3737567840594054492_17841400918126378-b5eeca34392124.jpg","524","451","0","6","296","43","92%","1"
"Oct 3, 2025 10:30:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384957264203328_17841400918126378-cfd950056b180e.jpg","297","234","0","22","199","31","90%","1"
"Oct 3, 2025 10:29:34 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384675171490425_17841400918126378-89f158afca1560.jpg","290","243","0","8","229","12","96%","1"
"Oct 3, 2025 10:29:06 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384444174336064_17841400918126378-ad1416c6c98df3.jpg","270","248","0","12","229","9","97%","1"
"Oct 3, 2025 10:28:54 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384348108001144_17841400918126378-ead749655adea7.jpg","286","253","0","17","236","15","95%","1"
"Oct 3, 2025 10:28:38 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384210358682161_17841400918126378-794c6ecf2bba03.jpg","305","255","0","23","249","10","97%","1"
"Oct 3, 2025 10:28:30 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384144826879563_17841400918126378-e69dbf07371f63.jpg","325","276","0","22","248","10","97%","1"
"Oct 3, 2025 10:28:18 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3735384047711959162_17841400918126378-a7183c60c4186c.jpg","414","348","1","9","252","29","93%","1"
"Sep 26, 2025 04:28:45 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3730492043102953031_17841400918126378-b43e55a5da9c45.jpg","871","741","2","45","666","56","94%","1"
"Sep 26, 2025 04:27:55 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3730491609252556507_17841400918126378-2fc256be4f0329.jpg","994","876","0","10","709","58","94%","1"
"Sep 25, 2025 12:18:01 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729641050236655687_17841400918126378-551736d5b68857.jpg","531","465","0","39","388","64","88%","1"
"Sep 25, 2025 11:25:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729614451990744985_17841400918126378-419ed974eb9919.jpg","566","486","1","29","450","33","94%","1"
"Sep 25, 2025 11:24:54 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729614320616758438_17841400918126378-c3696759774190.jpg","654","559","2","7","427","31","95%","1"
"Sep 24, 2025 04:04:36 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729030321959747987_17841400918126378-07c38dc41cb7c5.jpg","310","268","0","21","253","26","92%","1"
"Sep 24, 2025 04:03:49 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729029928164977862_17841400918126378-83f958e55b05cc.jpg","329","270","0","36","278","6","98%","1"
"Sep 24, 2025 04:03:33 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729029800372904642_17841400918126378-725b5f87452b7f.jpg","344","277","0","24","257","9","97%","1"
"Sep 24, 2025 04:03:23 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3729029704801482462_17841400918126378-cb21a2bfcb7854.jpg","361","307","0","13","269","18","95%","1"
"Sep 24, 2025 12:11:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728913215624771377_17841400918126378-61c0d1fd559258.jpg","305","273","0","9","243","22","93%","1"
"Sep 24, 2025 12:11:46 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728913131612850363_17841400918126378-3de68a800a47f0.jpg","358","322","0","7","247","23","94%","1"
"Sep 23, 2025 02:18:46 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728252279658264164_17841400918126378-068c3bc511c108.jpg","317","271","0","16","216","47","85%","1"
"Sep 23, 2025 02:17:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728251598880807320_17841400918126378-78c030ab2ef4ae.jpg","327","273","0","19","273","14","96%","1"
"Sep 23, 2025 02:17:07 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728251469511661392_17841400918126378-a3e3f115f2818e.jpg","326","279","0","11","285","8","98%","1"
"Sep 23, 2025 02:16:57 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728251363764914689_17841400918126378-dea33b715360a2.jpg","329","292","1","7","274","17","95%","1"
"Sep 23, 2025 02:16:46 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728251267547572367_17841400918126378-443b4305451eb2.jpg","389","331","0","23","278","23","94%","1"
"Sep 23, 2025 02:16:38 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3728251236534904899_17841400918126378-c58c5bfce8ec06.jpg","543","461","0","4","251","33","94%","1"
"Sep 19, 2025 07:41:35 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3725515655656629676_17841400918126378-d153c9eb3e3b3b.jpg","980","828","0","22","563","99","90%","1"
"Sep 17, 2025 03:21:30 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723935230190553996_17841400918126378-9b9f19d6b37b38.jpg","240","216","0","11","180","33","86%","1"
"Sep 17, 2025 03:20:42 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723934795912339577_17841400918126378-6c36680be8235a.jpg","251","219","1","11","200","9","96%","1"
"Sep 17, 2025 03:19:20 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723934130603430180_17841400918126378-c4a81405edb86c.jpg","252","226","0","5","210","8","97%","1"
"Sep 17, 2025 02:17:10 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723902859273702105_17841400918126378-e689231431620d.jpg","510","439","0","8","205","21","96%","1"
"Sep 16, 2025 11:27:26 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723455031111769364_17841400918126378-f2c03563fe54cf.jpg","306","255","0","7","200","45","85%","1"
"Sep 16, 2025 05:32:11 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723276219887622701_17841400918126378-f4189562dedf33.jpg","294","259","0","18","222","30","90%","1"
"Sep 16, 2025 05:31:59 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723276115323639451_17841400918126378-5df6f5162ae312.jpg","324","278","1","9","242","20","94%","1"
"Sep 16, 2025 01:59:28 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723169142452432503_17841400918126378-ff02a480633afb.jpg","281","250","0","14","221","17","94%","1"
"Sep 16, 2025 01:57:58 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723168395832763782_17841400918126378-0009d918393534.jpg","290","263","0","10","243","11","96%","1"
"Sep 16, 2025 01:43:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3723161311812655281_17841400918126378-ef3135b79d67ae.jpg","335","302","0","2","226","25","93%","1"
"Sep 15, 2025 05:24:02 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722547323227769293_17841400918126378-664b98daa8b192.jpg","364","305","0","9","239","52","86%","1"
"Sep 15, 2025 12:38:13 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722403476703173845_17841400918126378-05903d913c84fd.jpg","303","293","0","22","247","13","96%","1"
"Sep 15, 2025 12:37:27 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722403095969422679_17841400918126378-b990cd6b7ff7d1.jpg","322","310","1","18","277","14","96%","1"
"Sep 15, 2025 10:57:36 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722352818553557688_17841400918126378-578dc09f642dca.jpg","296","256","0","20","229","17","94%","1"
"Sep 15, 2025 10:57:30 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722352768423243183_17841400918126378-dcd8f2717d546a.jpg","296","262","0","6","240","12","96%","1"
"Sep 15, 2025 10:57:25 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722352731278481024_17841400918126378-8b37985d086460.jpg","298","277","1","13","232","15","95%","1"
"Sep 15, 2025 10:57:19 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3722352694846756412_17841400918126378-102ceefb96bb6c.jpg","373","327","0","3","217","34","91%","1"
"Sep 12, 2025 04:44:45 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3720353221308475511_17841400918126378-4725b56aaed29a.jpg","443","404","0","25","282","43","90%","1"
"Sep 12, 2025 04:43:13 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3720352461208304143_17841400918126378-cbe5d506214602.jpg","388","337","0","20","288","14","96%","1"
"Sep 12, 2025 04:43:02 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3720352414819337756_17841400918126378-eac78c4de59763.jpg","400","362","0","22","329","17","96%","1"
"Sep 12, 2025 04:42:43 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3720352269822203435_17841400918126378-a05333bfd20dc6.jpg","497","429","0","8","326","38","92%","1"
"Sep 11, 2025 04:45:12 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719628681834049240_17841400918126378-d9560944e98a19.jpg","444","371","0","40","298","49","89%","1"
"Sep 11, 2025 01:33:40 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719532286686957669_17841400918126378-18cbb79d6e01ab.jpg","426","369","0","33","336","36","92%","1"
"Sep 11, 2025 01:22:50 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719526835199058583_17841400918126378-095f269d6084a0.jpg","402","377","0","7","302","27","93%","1"
"Sep 11, 2025 10:57:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719453463844712935_17841400918126378-a9937c5325a28b.jpg","332","304","0","12","283","18","95%","1"
"Sep 11, 2025 10:56:51 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719453354885102663_17841400918126378-090476ca6d4bee.jpg","341","307","0","23","290","5","99%","1"
"Sep 11, 2025 10:55:34 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719452695448254141_17841400918126378-fd460944ac2fe3.jpg","358","316","1","22","278","13","96%","1"
"Sep 11, 2025 10:55:12 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719452509430832307_17841400918126378-85d4bd280d2d02.jpg","365","322","0","12","311","13","96%","1"
"Sep 11, 2025 10:54:23 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719452100427480350_17841400918126378-24ac64dd8135c8.jpg","381","328","1","34","278","10","97%","1"
"Sep 11, 2025 10:53:37 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719451730489875341_17841400918126378-a6170392330248.jpg","414","347","0","26","296","18","96%","1"
"Sep 11, 2025 10:52:57 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3719451382320720697_17841400918126378-415cd3491355d0.jpg","890","770","0","4","307","45","95%","1"
"Sep 9, 2025 12:22:51 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3718047126296649715_17841400918126378-f34b1cc02f576a.jpg","447","391","1","17","291","56","87%","1"
"Sep 9, 2025 12:22:45 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3718047089344817935_17841400918126378-dc82b3c019a5b9.jpg","478","432","0","23","353","36","92%","1"
"Sep 9, 2025 12:22:36 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3718046946319011498_17841400918126378-8394b92175feb5.jpg","539","492","0","6","330","29","95%","1"
"Sep 8, 2025 01:10:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3717346255329967690_17841400918126378-1437ee320718b6.jpg","298","262","0","11","213","39","87%","1"
"Sep 8, 2025 01:10:19 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3717346192054743361_17841400918126378-0f1970b71e0cd1.jpg","351","321","0","3","224","33","91%","1"
"Sep 5, 2025 08:45:31 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3715038614356319498_17841400918126378-69c5676461aa3f.jpg","384","339","1","19","262","35","91%","1"
"Sep 5, 2025 08:44:38 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3715038158569696737_17841400918126378-5ef9c495849298.jpg","451","392","1","3","283","29","94%","1"
"Sep 4, 2025 06:05:01 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714595440957562940_17841400918126378-76610550c1fd75.jpg","274","246","0","5","197","31","89%","1"
"Sep 4, 2025 02:44:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714494445808414462_17841400918126378-f8cc8f30ffd76f.jpg","286","253","0","8","220","30","90%","1"
"Sep 4, 2025 11:03:43 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714383379598129105_17841400918126378-e0608646cac627.jpg","309","262","0","24","252","10","97%","1"
"Sep 4, 2025 11:03:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714383055109993546_17841400918126378-fc670b1864abaf.jpg","358","278","1","36","263","12","97%","1"
"Sep 4, 2025 11:02:27 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714382738339367195_17841400918126378-504b16d87f2bd1.jpg","337","272","0","11","155","3","99%","1"
"Sep 4, 2025 11:01:39 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3714382326207063250_17841400918126378-a94820ade084de.jpg","343","301","1","8","251","19","94%","1"
"Sep 3, 2025 04:03:15 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713809365372931361_17841400918126378-bec795850968a9.jpg","357","283","0","30","216","33","91%","1"
"Sep 3, 2025 04:03:03 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713809263786883253_17841400918126378-9d5ba5ac823b42.jpg","336","287","0","13","283","8","98%","1"
"Sep 3, 2025 03:55:57 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713805676809693470_17841400918126378-b6446dd339534f.jpg","341","296","0","26","253","15","96%","1"
"Sep 3, 2025 01:12:21 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713723386066825191_17841400918126378-9f622162a29d33.jpg","417","294","0","53","267","24","94%","1"
"Sep 3, 2025 01:12:10 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713723269171549650_17841400918126378-655875a1cda9b9.jpg","413","294","1","40","262","11","97%","1"
"Sep 3, 2025 01:11:48 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713723069094882466_17841400918126378-0d6a3b544668c4.jpg","379","306","0","20","298","16","96%","1"
"Sep 3, 2025 01:11:17 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713722816446767920_17841400918126378-9711a7b6be4d13.jpg","369","316","0","12","280","18","95%","1"
"Sep 3, 2025 12:38:46 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3713706433755399018_17841400918126378-d5570cbe2a68f7.jpg","436","384","1","5","265","33","92%","1"
"Sep 2, 2025 12:51:36 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712988131269679320_17841400918126378-41f05ada597968.jpg","424","355","0","24","267","58","86%","1"
"Sep 2, 2025 09:07:25 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712875280466522777_17841400918126378-5054632c1e2d5e.jpg","370","319","0","28","290","22","94%","1"
"Sep 2, 2025 09:07:18 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712875225974145292_17841400918126378-b64b7267265356.jpg","384","326","0","38","319","10","97%","1"
"Sep 2, 2025 09:07:06 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712875117282943034_17841400918126378-1e1cb5e542c284.jpg","410","333","0","27","336","13","97%","1"
"Sep 2, 2025 09:06:25 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712874784389428417_17841400918126378-035c5029ce204f.jpg","398","347","1","22","334","10","97%","1"
"Sep 2, 2025 09:06:16 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3712874705486202688_17841400918126378-2695eb54d7303d.jpg","434","372","1","9","314","20","95%","1"
"Aug 29, 2025 10:53:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3710029365577884892_17841400918126378-ffacbfa72d135f.jpg","605","538","0","13","190","33","95%","1"
"Aug 29, 2025 10:51:28 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3710028552864343414_17841400918126378-aee4fb0f286a2e.jpg","264","230","0","14","206","16","94%","1"
"Aug 29, 2025 10:51:13 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3710028446320680526_17841400918126378-5689f19c6dfb5a.jpg","276","247","0","7","229","10","96%","1"
"Aug 29, 2025 10:50:38 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3710028122361020437_17841400918126378-09bb1ea8b4f3e4.jpg","323","284","0","7","212","25","92%","1"
"Aug 28, 2025 01:37:19 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3709387241887557146_17841400918126378-1430c0a12d7f21.jpg","368","322","0","19","259","33","91%","1"
"Aug 28, 2025 01:36:43 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3709386972546127185_17841400918126378-008c2962367473.jpg","381","330","0","34","321","8","98%","1"
"Aug 28, 2025 01:36:34 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3709386898818658992_17841400918126378-7e7d8ca25149e4.jpg","475","425","0","18","337","22","95%","1"
"Aug 28, 2025 01:36:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3709386802534190190_17841400918126378-568ab9934460e2.jpg","454","393","0","4","293","21","95%","1"
"Aug 27, 2025 01:08:06 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3708647767693090588_17841400918126378-f22b57400548bc.jpg","234","214","0","6","182","29","88%","1"
"Aug 27, 2025 01:07:51 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3708647637703239541_17841400918126378-dcf69cae30d3c6.jpg","234","215","0","7","200","7","97%","1"
"Aug 27, 2025 01:06:42 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3708647070431974825_17841400918126378-ca6e2dae78c163.jpg","252","225","0","8","196","12","95%","1"
"Aug 27, 2025 01:04:17 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3708645839672217282_17841400918126378-acfe23d2194836.jpg","315","286","0","0","202","21","93%","1"
"Aug 26, 2025 12:39:08 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707908429086728273_17841400918126378-7c3cadb24aea2d.jpg","319","278","0","20","228","39","88%","1"
"Aug 26, 2025 12:36:44 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707907213728468727_17841400918126378-381408cedf4949.jpg","340","299","0","21","257","17","95%","1"
"Aug 26, 2025 12:35:35 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707906623162033755_17841400918126378-ac9216b6d43b73.jpg","393","341","0","7","260","39","90%","1"
"Aug 25, 2025 12:51:08 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707189707195810771_17841400918126378-2a57bccca2a7d2.jpg","483","353","0","63","289","44","91%","1"
"Aug 25, 2025 12:49:47 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707189021259335831_17841400918126378-a8c7853d6d6cc3.jpg","458","383","1","27","368","19","96%","1"
"Aug 25, 2025 11:45:02 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707156425922087714_17841400918126378-171b5da8903ee3.jpg","427","371","0","26","351","20","95%","1"
"Aug 25, 2025 11:38:04 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707152917529383315_17841400918126378-d0417bbab87a22.jpg","426","381","0","20","344","16","96%","1"
"Aug 25, 2025 10:24:35 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707115928389079674_17841400918126378-120928f682b9b9.jpg","427","363","0","17","347","18","96%","1"
"Aug 25, 2025 10:18:15 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3707112722439225165_17841400918126378-94852acf3cfbb0.jpg","498","420","0","7","303","29","94%","1"
"Aug 24, 2025 10:06:44 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3706382176889227227_17841400918126378-ca9cdcbb7714cc.jpg","431","385","2","3","238","62","86%","1"
"Aug 22, 2025 05:13:30 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3705147398371457986_17841400918126378-4c47b567e446b6.jpg","370","322","0","19","249","46","88%","1"
"Aug 22, 2025 12:12:20 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704995819167627222_17841400918126378-94ad9549b0a58d.jpg","383","337","0","14","306","23","94%","1"
"Aug 22, 2025 12:12:02 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704995663248610597_17841400918126378-ae6595303a6962.jpg","386","343","0","20","302","12","97%","1"
"Aug 22, 2025 12:11:54 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704995597708405303_17841400918126378-3003934816095d.jpg","407","347","0","22","251","10","98%","1"
"Aug 22, 2025 12:11:47 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704995550967087147_17841400918126378-020c419ea1e4db.jpg","413","361","0","22","335","14","97%","1"
"Aug 22, 2025 12:11:38 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704995477289948499_17841400918126378-11282401c4ae71.jpg","445","390","0","13","296","22","95%","1"
"Aug 22, 2025 08:43:32 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704890730092133782_17841400918126378-94f0efff26b940.jpg","411","361","0","10","270","38","91%","1"
"Aug 21, 2025 02:34:52 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704342780832352966_17841400918126378-43b09e6688554d.jpg","499","430","0","30","354","54","89%","1"
"Aug 21, 2025 11:03:51 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704236575656749517_17841400918126378-e11b7deb232550.jpg","535","457","0","23","398","39","93%","1"
"Aug 21, 2025 06:34:10 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704100875724396173_17841400918126378-c934110043cf50.jpg","620","524","0","51","417","43","93%","1"
"Aug 21, 2025 06:33:09 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3704100328611161857_17841400918126378-2828ab843595f1.jpg","744","634","0","14","437","52","93%","1"
"Aug 20, 2025 01:22:58 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703581817963217570_17841400918126378-bb1a5da00ee98c.jpg","406","357","0","37","306","36","91%","1"
"Aug 20, 2025 12:40:32 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703560476740413625_17841400918126378-c1460857330de4.jpg","427","356","0","28","329","17","96%","1"
"Aug 20, 2025 12:27:41 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703553996255551587_17841400918126378-f118baa1e591e1.jpg","425","361","0","30","310","23","95%","1"
"Aug 20, 2025 12:27:34 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703553942157467987_17841400918126378-2e72293340229f.jpg","457","386","0","19","360","25","95%","1"
"Aug 20, 2025 08:50:31 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703444702197429220_17841400918126378-32f0bef00f5af6.jpg","900","775","0","30","351","28","97%","1"
"Aug 20, 2025 08:48:42 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3703443777261087196_17841400918126378-a8770aea7d5f58.jpg","572","464","0","20","336","39","93%","1"
"Aug 19, 2025 01:07:25 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702849218563159324_17841400918126378-1f3ce47599586b.jpg","350","295","0","24","243","46","87%","1"
"Aug 19, 2025 11:12:09 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702791218132759970_17841400918126378-aced1daed3cb4a.jpg","348","300","0","8","274","28","92%","1"
"Aug 19, 2025 11:11:51 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702791085190208305_17841400918126378-eff8966290d22c.jpg","352","319","0","12","273","21","94%","1"
"Aug 19, 2025 11:11:27 AM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702790843011014393_17841400918126378-223b25392ed3e7.jpg","418","369","0","7","233","33","92%","1"
"Aug 18, 2025 12:54:35 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702117980273554693_17841400918126378-384d6eb592f082.jpg","403","369","0","18","300","44","89%","1"
"Aug 18, 2025 12:26:12 PM","https://lg-image-prod.s3.us-east-1.amazonaws.com/ig-analytics/3702103690070170767_17841400918126378-8f763c0bf9c2e2.jpg","404","372","1","7","334","21","95%","1"
