report_period_start,report_period_end,visitation_window_start,visitation_window_end,report_title,campaign_name,market_radius_miles,program_type,cohort_spend_per_visitor,manual_adr,total_impressions,unique_reach,attributable_trips,est_campaign_impact_usd,roas_description,total_impact_usd,total_investment_usd
2025-08-01,2026-03-16,2025-08-08,2026-02-21,2025-26 Annual Campaign Attribution Report,2025-26 Annual Campaign,50-3361,Media,91.11,413.00,17402363,5873300,2093,190693.00,Infinite (no media cost recorded),190693.23,0.00
