market,trips,visitor_days,avg_trip_length,share_of_trips,share_of_visitor_days,spend_per_visitor,est_impact
San Diego,9.50270626363886,24.75372356016581,2.604913050388963,0.634183345997219,0.6912379556871806,283.607429326208,2836.1000000000004
Los Angeles,2.7407280806699705,7.40849178376777,2.703110839787056,0.18290832700139045,0.2068792076024382,353.7511090410018,1061.25
SantaBarbra-SanMar-SanLuob,1.3703640403349853,1.7661582820988329,1.2888241592118075,0.09145416350069523,0.04931927260844802,348.46143351282393,348.46
Palm Springs,1.3703640403349853,1.8823386713809698,1.373604834902726,0.09145416350069523,0.05256356410193302,313.1110580556533,313.11
